,fields used by students to decide on the labels,,,,,,dropdown list definitions,
http://n2t.net/ark:/65665/300be7871-7b9e-401c-a34b-2983c1d3a8a7,Botany,,"West Indies - Neotropics, Bahamas, Exuma, Exuma Cays, Sugar Cay",Exumas. Sugar Cay. Blue Holes. NE,"Eubacteria, Cyanobacteria, Indet., Indet.",,Marine water body bottom,
http://n2t.net/ark:/65665/30139d466-9683-499a-af41-388597f82cd3,Botany,,"West Indies - Neotropics, Bahamas, Exuma, Exuma Cays, Normans Pond Cay",Exumas. Normans Pond Cay. E,"Eubacteria, Cyanobacteria, Indet., Indet.",,Marine water body bottom,
http://n2t.net/ark:/65665/300b417b1-f378-43a6-869c-dc59230cd8c9,Botany,,"Central America - Neotropics, Belize, Stann Creek, Pelican Cays, Fisherman's Cay","Pelican Cays. Fisherman's Cay, N side. Great Bay.","Eubacteria, Cyanobacteria, Oscillatoriales, Oscillatoriaceae",,Marine water body bottom,
http://n2t.net/ark:/65665/300ee5e2d-e419-4c25-aa61-e78e1baa8519,Botany,,"West Indies - Neotropics, Bahamas, Exuma, Exuma Cays, Normans Pond Cay",Exumas. NW of Normans Pond Cay. Rainbow Gardens dive site.,"Eubacteria, Cyanobacteria, Synechococcales, Merismopediaceae",,Marine water body bottom,
http://n2t.net/ark:/65665/3006a1095-5db7-40ad-bde1-8d6774a185cb,Botany,,"West Indies - Neotropics, Bahamas, Exuma, Lee Stocking",Exumas. Lee Stocking Is. North Perry site.,"Eubacteria, Cyanobacteria, Synechococcales, Synechococcales familia incertae sedis",,Marine water body bottom,blue green algae? 
http://n2t.net/ark:/65665/3010cf875-822a-4a91-b81c-50168877f8f7,Entomology,,"Panama, Panama, [Not Stated]","Panama City, University of Panama","Fungi, Agaricomycetes, Agaricales, Agaricaceae",,Subaerial surface environment,
http://n2t.net/ark:/65665/300d7adec-8ccc-488a-b301-432315711019,Botany,,"Pacific Islands, South Pacific Ocean, French Polynesia, Society Is., Îles du Vent, Moorea","Col de Trois Cocos Trail from Belvedere lookout, 3-COCOS-04; On decomposing wood","Fungi, Basidiomycota, Agaricomycetes, Agaricales, Physalacriaceae",,Subaerial surface environment,mushrooms
http://n2t.net/ark:/65665/301239e90-c28a-4577-a490-8e415d6f703a,Botany,,"Pacific Islands, South Pacific Ocean, French Polynesia, Society Is., Îles du Vent, Moorea","Col de Trois Cocotiers trail, Coco5","Fungi, Basidiomycota, Agaricomycetes, Polyporales, Polyporaceae",,Subaerial surface environment,mushrooms
http://n2t.net/ark:/65665/300177aa5-73cf-4227-8768-c28b05f963f9,Botany,,"Asia-Tropical, Malaysia, Sabah, Borneo","Danum Valley, ForestGEO 50 ha plot.",Indet.,Subaerial surface environment,Subaerial surface environment,
http://n2t.net/ark:/65665/3001ec94e-80f8-43ca-865d-705091a41480,Entomology,,"United States, New Mexico, Rio Arriba","Jemez Mountains; Clear Creek, 2 km S San Gregorio Reservoir","Insecta, Anoplura, Unidentified",Subaerial surface environment,Subaerial surface environment,
http://n2t.net/ark:/65665/300d46692-390d-417f-a0cb-5201542f69c6,Entomology,,"Brazil, Amazonas","Comunidade São Francisco de Assis, AM 240 km 54","Insecta, Diptera, Tabanidae",,Subaerial surface environment,
http://n2t.net/ark:/65665/30030c277-5999-4b2b-b8e4-9dcc2ce22cd1,Botany,,"Central America - Neotropics, Panama, Colón","Carib - SE of Galeta Lab dock, snorkel","Plantae, Chlorophyta, Bryopsidales, Halimedaceae",Subaerial surface environment,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/300829cb9-1c33-4c6c-a63c-9c33a4190c63,Botany,,"West Indies - Neotropics, Netherlands Antilles,  Lesser Antilles, Bonaire",Bonaire. East side near Suplado.,"Plantae, Chlorophyta, Bryopsidales, Halimedaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/300d293db-2131-44cd-8e73-da03eca43f81,Botany,,"West Indies - Neotropics, Bahamas, Hope Town, Abaco Is.",Abacos. Neogonolith mound site.,"Plantae, Chlorophyta, Bryopsidales, Halimedaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/3013c8628-63cc-48d1-a8a4-6ce6fde0d2c1,Botany,,"West Indies - Neotropics, British Virgin Islands, Jost Van Dyke",Jost Van Dyke - Whites Bay,"Plantae, Chlorophyta, Bryopsidales, Halimedaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/30071ce2c-4d18-4089-8ec1-f44511bc1ed3,Botany,,"Central America - Neotropics, Belize, Stann Creek, Tobacco Range Cays",Tobacco Range fracture zone,"Plantae, Chlorophyta, Caulerpales, Codiaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/30063ef75-e782-47bb-ad01-d44268bfc05c,Botany,,"West Indies - Neotropics, Bahamas, Green Turtle Cay",Rock outcrop north of Bita Bay,"Plantae, Chlorophyta, Caulerpales, Udoteaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/30065fa5e-fe62-4a7d-97b9-afc7be94dfab,Botany,,"West Indies - Neotropics, Netherlands Antilles,  Lesser Antilles, Bonaire",Bonaire. Lac Bay.,"Plantae, Chlorophyta, Caulerpales, Udoteaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/3001b420a-0abb-47ab-86da-801386d98d01,Botany,,"Central America - Neotropics, Belize",Bakers Rendezvous,"Plantae, Chlorophyta, Ulvophyceae, Bryopsidales, Bryopsidaceae",Subaerial surface environment,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/3001a99cc-d25d-4e71-807d-66f9d2728161,Botany,,"West Indies - Neotropics, Anguilla, Lesser Antilles, Prickly Pear Cays",Prickly Pear Cays,"Plantae, Chlorophyta, Ulvophyceae, Bryopsidales, Caulerpaceae",Marine water body,Marine water body bottom,Caulerpaceae is considered to be a widespread and vital structural component of many Cenozoic-recent reefs
http://n2t.net/ark:/65665/300e0aa93-73b0-49c2-8df3-13f45443e35e,Botany,,"Pacific Islands, Fiji, Kadavu Group","G.A.R., S of Herald Passage. Chiton site.","Plantae, Chlorophyta, Ulvophyceae, Bryopsidales, Caulerpaceae",,Marine water body bottom,Caulerpaceae is considered to be a widespread and vital structural component of many Cenozoic-recent reefs
http://n2t.net/ark:/65665/30127d9cb-16c6-42e8-8ad7-b8ec94b647f7,Botany,,"West Indies - Neotropics, Saint Martin,  Lesser Antilles, Tintamarre","Ile Tintamarre, NE of Saint Martin I.","Plantae, Chlorophyta, Ulvophyceae, Bryopsidales, Caulerpaceae",,Marine water body bottom,Caulerpaceae is considered to be a widespread and vital structural component of many Cenozoic-recent reefs
http://n2t.net/ark:/65665/30142d788-2718-4b9d-8335-7c4e87b9d90a,Botany,,"West Indies - Neotropics, Puerto Rico, Culebra",Culebra - W,"Plantae, Chlorophyta, Ulvophyceae, Bryopsidales, Dichotomosiphonaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/300651cd1-9496-4fad-8891-c4b4c45ce843,Botany,,"Central America - Neotropics, Belize, Stann Creek, Pelican Cays, Fisherman's Cay","Pelican Cays. Fisherman's Cay, N side. Great Bay.","Plantae, Chlorophyta, Ulvophyceae, Bryopsidales, Halimedaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/3007529d3-9823-4764-85b4-5ba645e91529,Botany,,"West Indies - Neotropics, Curaçao, Lesser Antilles, Curaçao",Spanish Water,"Plantae, Chlorophyta, Ulvophyceae, Cladophorales, Siphonocladaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/3007720d7-ed30-4b2f-8f2b-9a9881fb1143,Botany,Scrubland,"South America - Neotropics, Brazil, Mato Grosso do Sul","Serra da Bodoquena, southern area of northern sector, ca. 3.6 km north of road MS-382","Plantae, Dicotyledonae (basal), Laurales, Lauraceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/3000bb30f-a2e9-4aae-b0fb-4c19de659c16,Botany,secondary vegetation along roadside.,"North America - Neotropics, Mexico, Oaxaca","Vicinity of Finca Monte Carlo, humid secondary and remnant forest.","Plantae, Dicotyledonae (basal), Laurales, Siparunaceae",Subaerial surface environment,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/3001fe1fe-1557-43ff-a883-9b0dd16948a9,Botany,,"Asia-Temperate, China, Xizang","Lhasa Shi, Cheng-guan Xiang, Geri Temple","Plantae, Dicotyledonae, Apiales, Apiaceae",Active human occupation site,"Active human occupation site, Subaerial surface environment",
http://n2t.net/ark:/65665/3001a7960-00a2-4bc7-a918-3f741eec9ce8,Botany,"Open, wet, savanna-like clearing","North America, United States, Florida, Liberty County","West side of SR 65, 4.2 km N of Sumatra","Plantae, Dicotyledonae, Asterales, Asteraceae, Asteroideae",Subaerial surface environment,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/30024be86-24e4-47aa-bfc6-5b2ec0437281,Botany,Border of pine flatwoods,"North America, United States, Florida, Franklin County","Apalachicola National Forest, junction of SR129 and SR65, 6.5 air km S of Sumatra","Plantae, Dicotyledonae, Asterales, Asteraceae, Asteroideae","Terrestrial water body,
Subaerial surface environment",Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/3005149bf-8548-4cc4-a976-b4ae454550fa,Botany,"Dry spiny forest. Some patches of deciduous forest, native vegetation along road but mostly disturbed","Africa, Madagascar, Toliara",Side road (RN10) off of RN13 heading S to Ambovombe; 20 km S of Antanimora,"Plantae, Dicotyledonae, Asterales, Asteraceae, Asteroideae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/30053e96b-0e20-4ebc-aab5-21565640a822,Botany,Ecotone between roadside and pine woods,"North America, United States, Virginia, Sussex County","7.9 km S of Waverly at the junction of SR606 and SR604.  Seymeria, Iris verna, and Helianthus angustifolius at this site.","Plantae, Dicotyledonae, Asterales, Asteraceae, Asteroideae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/300754901-9a83-4ff9-8c46-6a326acb8655,Botany,,"North America, United States, South Carolina, Chesterfield","Carolina Sandhills National Wildlife Refuge. Rt.11 and Big Sandy Creek, 1.53 air km W of Jct. with Rt. 8","Plantae, Dicotyledonae, Asterales, Asteraceae, Asteroideae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/300b2600a-6596-4f0d-84da-d433beb83d3e,Botany,Cultivated: SFBG1987-0214,"North America, United States, California, San Francisco",San Francisco Botanical Gardens; at the corner of Ninth Ave and Lincoln Way,"Plantae, Dicotyledonae, Asterales, Asteraceae, Asteroideae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/300c94321-1405-4ca4-afe5-8b0a14374e26,Botany,Mid-elevation humid forest. Many native plants found in this area. Steep forested hillsides,"Africa, Madagascar, Fianarantsoa","Ranomafana National Park, roadside of NR25 within the park; ca. 5.5 km W of the park office and near the E entrance","Plantae, Dicotyledonae, Asterales, Asteraceae, Asteroideae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/301087ccb-a925-487f-aa35-d6b79091827d,Botany,,"North America, United States, District of Columbia","United States Botanic Garden, 100 Maryland Ave SW","Plantae, Dicotyledonae, Asterales, Asteraceae, Asteroideae",,Active human occupation site,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/3013cda52-3cfe-4c02-b944-2b3fd63f91b3,Botany,Cultivated: Bed 601; UCBBG54.0065,"North America, United States, California, Alameda County",University of California Berkeley Botanical Garden,"Plantae, Dicotyledonae, Asterales, Asteraceae, Asteroideae",,Active human occupation site,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/3008c3540-329b-40d0-a356-0d30656c34ad,Botany,"Acacia spp., Opuntia spp., Larrea tridentata, Rhus glabra, Yucca sp.","North America, United States, Texas, Brewster",Elephant Mountain Wildlife Management Area,"Plantae, Dicotyledonae, Caryophyllales, Chenopodiaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/300b66789-e9ff-44c7-937f-7d973491477c,Botany,Remnant vegetation (scrubland) along dirt road,"South America - Neotropics, Brazil, Mato Grosso do Sul","Estrada Parque Pantanal Sul (Road MS 228 from Corumbá to Paraguay River, up to 15 km of Road MS 262)","Plantae, Dicotyledonae, Caryophyllales, Nyctaginaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/300353508-a452-4e4a-abc7-b546e983fac6,Botany,Scrubland,"South America - Neotropics, Brazil, Mato Grosso do Sul","Serra da Bodoquena, southern area of northern sector, ca. 3.6 km north of road MS-382","Plantae, Dicotyledonae, Celastrales, Hippocrateaceae",Subaerial surface environment,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/300ac341f-2a2a-4ef3-a641-50cc71e820df,Botany,,"Asia-Temperate, China, Xizang",,"Plantae, Dicotyledonae, Cornales, Cornaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/300a2d48f-cec0-4edf-96d8-20c78d0fb981,Botany,,"Asia-Tropical, Malaysia, Sabah, Borneo","Danum Valley, ForestGEO 50 ha plot.","Plantae, Dicotyledonae, Ebenales, Sapotaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/3000768ed-fc68-446b-aa6d-f8bd437c796a,Botany,,"Asia-Temperate, China, Yunnan, Deqin Xian",Baima Shan,"Plantae, Dicotyledonae, Ericales, Ericaceae",Subaerial surface environment,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/300201482-4c93-4242-aeaa-c8dcbba9b91c,Botany,,"Asia-Tropical, Malaysia, Sabah, Borneo","Danum Valley, ForestGEO 50 ha plot.","Plantae, Dicotyledonae, Euphorbiales, Euphorbiaceae",Subaerial surface environment,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/300d8a086-2ca8-4ee7-9aee-727a3e69cc6f,Botany,,"Asia-Tropical, Malaysia, Sabah, Borneo","Danum Valley, ForestGEO 50 ha plot.","Plantae, Dicotyledonae, Euphorbiales, Euphorbiaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/30106fa1a-8cc2-4e16-a841-dae6ea4fbfa2,Botany,,"North America, United States, South Carolina, Chesterfield","Carolina Sandhills National Wildlife Refuge. Burnt-over pineland, jct. Rts. 6C and 7D, 2.5 air km N of Angelus Road","Plantae, Dicotyledonae, Gentianales, Asclepiadaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/3012a72a1-4afd-4a25-b2d8-3c4ad89fa13f,Botany,,"Asia-Temperate, China, Xizang, Linzhi Xian",Sejila Shan near the pass along Rt. 318.,"Plantae, Dicotyledonae, Gentianales, Gentianaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/3011cadb7-0fa7-461c-b2ed-e65b91abac9c,Botany,Wet pine flatwoods,"North America, United States, Florida, Liberty County","FR 180, 3.5 km NE of jct. with SR 379, 12 air km NNW of Sumatra","Plantae, Dicotyledonae, Gentianales, Loganiaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/300ee4656-e137-4f31-a80a-4278f0b7ac11,Botany,,"North America, United States, District of Columbia","United States Botanic Garden Production Facility, 4700 Shepherd Parkway SW","Plantae, Dicotyledonae, Geraniales, Oxalidaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/3009ecf9e-3d4b-4dd8-b7e7-f4a1e2cbbdb7,Botany,Vegetation along riverside,"South America - Neotropics, Brazil, Mato Grosso do Sul","Corumbá, along Paraguay River north of Corumbá","Plantae, Dicotyledonae, Lamiales, Bignoniaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/30020d47c-0787-404c-a18f-26878d4ff299,Botany,,"North America, United States, District of Columbia","United States National Arboretum, 3501 NY Ave. NE, Asian collection","Plantae, Dicotyledonae, Lamiales, Lamiaceae","Experiment setting,
Laboratory environment",Active human occupation site,"tricky, collected in a garden; go with human occupation site. "
http://n2t.net/ark:/65665/300877a29-259c-4515-af1f-c22ddc88ba2b,Botany,Edge of pine flatwoods along forest road,"North America, United States, Florida, Liberty County","Along FR 123, 0.7 km N of Sr 379, 10 air km NW of Sumatra","Plantae, Dicotyledonae, Lamiales, Lamiaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/3009dfed5-5d81-42e5-ab1b-750733027068,Botany,,"Pacific Islands, French Polynesia, Society Islands, Îles du Vent, Moorea",Moorea,"Plantae, Dicotyledonae, Lamiales, Verbenaceae",,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
http://n2t.net/ark:/65665/30044dc40-483b-4dc1-b3b8-dbc66801a42b,Botany,Slope and lowland forest,"South America - Neotropics, Guyana, Cuyuni-Mazaruni","Tulameng Mtn., ascending from Cara Creek along easternmost projection of Tulameng Mtn. to 5°33'29.5""N, 60°54'3.6""W (summit 1534m, N 5°33'27.1"", W 60°59'34.7"")","Plantae, Dicotyledonae, Myrtales, Melastomataceae",Subaerial surface environment,Subaerial surface environment,Botany speciments are (hopefully) always subaerial...
